@relation '???1-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,1'

@attribute A1 numeric
@attribute A2 numeric
@attribute A3 numeric
@attribute A4 numeric
@attribute A5 numeric
@attribute A6 numeric
@attribute A7 numeric
@attribute A8 numeric
@attribute A9 numeric
@attribute A10 numeric
@attribute A11 numeric
@attribute A12 numeric
@attribute A13 numeric
@attribute A14 numeric
@attribute A15 numeric
@attribute A16 numeric
@attribute A17 numeric
@attribute A18 numeric
@attribute A19 numeric
@attribute A20 numeric
@attribute A21 numeric
@attribute A22 numeric
@attribute A23 numeric
@attribute A24 numeric
@attribute A25 numeric
@attribute A26 numeric
@attribute A27 numeric
@attribute A28 numeric
@attribute A29 numeric
@attribute A30 numeric
@attribute A31 numeric
@attribute A32 numeric
@attribute A33 numeric
@attribute A34 numeric
@attribute A35 numeric
@attribute A36 numeric
@attribute A37 numeric
@attribute A38 numeric
@attribute A39 numeric
@attribute A40 numeric
@attribute A41 numeric
@attribute A42 numeric
@attribute A43 numeric
@attribute A44 numeric
@attribute A45 numeric
@attribute A46 numeric
@attribute A47 numeric
@attribute A48 numeric
@attribute A49 numeric
@attribute A50 numeric
@attribute A51 numeric
@attribute A52 numeric
@attribute A53 numeric
@attribute A54 numeric
@attribute A55 numeric
@attribute A56 numeric
@attribute A57 numeric
@attribute A58 numeric
@attribute A59 numeric
@attribute A60 numeric
@attribute A61 numeric
@attribute A62 numeric
@attribute A63 numeric
@attribute A64 numeric
@attribute A65 numeric
@attribute A66 numeric
@attribute A67 numeric
@attribute A68 numeric
@attribute A69 numeric
@attribute A70 numeric
@attribute A71 numeric
@attribute A72 numeric
@attribute A73 numeric
@attribute A74 numeric
@attribute A75 numeric
@attribute A76 numeric
@attribute A77 numeric
@attribute A78 numeric
@attribute A79 numeric
@attribute A80 numeric
@attribute A81 numeric
@attribute A82 numeric
@attribute A83 numeric
@attribute A84 numeric
@attribute A85 numeric
@attribute A86 numeric
@attribute A87 numeric
@attribute A88 numeric
@attribute A89 numeric
@attribute A90 numeric
@attribute A91 numeric
@attribute A92 numeric
@attribute A93 numeric
@attribute A94 numeric
@attribute A95 numeric
@attribute A96 numeric
@attribute A97 numeric
@attribute A98 numeric
@attribute A99 numeric
@attribute A100 numeric
@attribute A101 numeric
@attribute A102 numeric
@attribute A103 numeric
@attribute A104 numeric
@attribute A105 numeric
@attribute A106 numeric
@attribute A107 numeric
@attribute A108 numeric
@attribute A109 numeric
@attribute A110 numeric
@attribute A111 numeric
@attribute A112 numeric
@attribute A113 numeric
@attribute A114 numeric
@attribute A115 numeric
@attribute A116 numeric
@attribute A117 numeric
@attribute A118 numeric
@attribute A119 numeric
@attribute A120 numeric
@attribute A121 numeric
@attribute A122 numeric
@attribute A123 numeric
@attribute A124 numeric
@attribute A125 numeric
@attribute A126 numeric
@attribute A127 numeric
@attribute A128 numeric
@attribute A129 numeric
@attribute A130 numeric
@attribute A131 numeric
@attribute A132 numeric
@attribute A133 numeric
@attribute A134 numeric
@attribute A135 numeric
@attribute A136 numeric
@attribute A137 numeric
@attribute A138 numeric
@attribute A139 numeric
@attribute A140 numeric
@attribute A141 numeric
@attribute A142 numeric
@attribute A143 numeric
@attribute A144 numeric
@attribute A145 numeric
@attribute A146 numeric
@attribute A147 numeric
@attribute A148 numeric
@attribute A149 numeric
@attribute A150 numeric
@attribute A151 numeric
@attribute A152 numeric
@attribute A153 numeric
@attribute A154 numeric
@attribute A155 numeric
@attribute A156 numeric
@attribute A157 numeric
@attribute A158 numeric
@attribute A159 numeric
@attribute A160 numeric
@attribute A161 numeric
@attribute A162 numeric
@attribute A163 numeric
@attribute A164 numeric
@attribute A165 numeric
@attribute A166 numeric
@attribute A167 numeric
@attribute A168 numeric
@attribute A169 numeric
@attribute A170 numeric
@attribute A171 numeric
@attribute A172 numeric
@attribute A173 numeric
@attribute A174 numeric
@attribute A175 numeric
@attribute A176 numeric
@attribute A177 numeric
@attribute A178 numeric
@attribute A179 numeric
@attribute A180 numeric
@attribute A181 numeric
@attribute A182 numeric
@attribute A183 numeric
@attribute A184 numeric
@attribute A185 numeric
@attribute A186 numeric
@attribute A187 numeric
@attribute A188 numeric
@attribute A189 numeric
@attribute A190 numeric
@attribute A191 numeric
@attribute A192 numeric
@attribute A193 numeric
@attribute A194 numeric
@attribute A195 numeric
@attribute A196 numeric
@attribute A197 numeric
@attribute A198 numeric
@attribute A199 numeric
@attribute A200 numeric
@attribute A201 numeric
@attribute A202 numeric
@attribute A203 numeric
@attribute A204 numeric
@attribute A205 numeric
@attribute A206 numeric
@attribute A207 numeric
@attribute A208 numeric
@attribute A209 numeric
@attribute A210 numeric
@attribute type0 {0,3}

@data
2.917974,2.476742,5.238636,3.075395,4.879941,1.984533,1.906724,1.903571,1.134937,4.01144,2.725715,6.04017,3.602645,0.424725,4.259354,7.195653,2.990266,9.896263,5.256654,6.215533,2.113003,0.831301,2.036229,1.864118,1.450748,2.049175,0.543248,0.694588,0.0242,0.107733,0.841606,0.947106,0.694416,0.881496,0.196721,0.811533,0.748367,1.281852,1.304002,0.436824,0.604115,0.169652,-0.503902,0.837074,0.977755,0.794585,0.937649,-0.411653,0.37536,0.977432,0.652402,0.158227,-0.383219,-0.766486,-0.764414,-0.924246,-0.31175,0.796122,0.359896,0.248774,-0.500351,0.900479,0.006323,-0.765637,0.578416,0.765519,-0.682206,0.74128,0.359812,-0.804671,0.411048,-0.662811,0.765079,-0.683198,0.537638,0.335672,-0.901492,0.24341,0.129537,0.997477,0.998316,0.962197,0.99962,0.982231,0.179679,2.352299,0.222283,1.562573,0.786213,2.434187,0.466342,0.174264,0.051651,1.03784,5.825182,0.994616,2.951504,5.669678,5.19829,25.978562,49.398649,18.434499,2.657126,2.795834,14.122785,0.32076,0.05581,0.952868,1.179601,0.072551,0.250724,0.083483,0.019422,0.01752,0.020346,0.368062,0.477901,0.086273,0.002606,0.092389,0.498671,0.293443,0.069013,0.209756,0.043076,0.001564,0.747614,0.461882,0.461882,0.747614,0.461882,0.461882,0.461882,1.203179,1.028992,0.461882,0.461882,1.167301,0.747614,0.172037,0.461882,0.172037,0.461882,0.461882,1.028992,0.64505,0.461882,1.137249,0.809091,0.500712,0.500712,1.111971,0.500712,0.490342,0.187176,0.809091,0.809091,1.373337,0.997685,0.500712,1.270426,0.500712,0.809091,1.319947,0.997685,0.500712,0.500712,1.089885,-0.070758,-0.032695,0.341729,0.092672,-0.321415,0.18685,0.312836,0.217691,-0.071365,0.00046,-0.070976,-0.518567,-0.176628,0.348341,0.290891,0.198051,0.855516,1.285239,0.762847,-0.146396,0.280307,0.016019,-0.126677,-0.059744,0.201128,0.22736,-0.001371,-0.110755,-0.025209,-0.021967,-0.026517,-0.000878,0.118246,0.140244,0.030814,-0.008774,-0.029436,-0.142882,-0.116569,0.055752,0.096297,0.023539,0
3.227171,1.909773,4.380189,2.255937,3.238207,2.226883,0.289346,1.483808,1.216748,3.281708,3.577262,3.804799,5.448117,2.438696,5.090943,7.053821,2.345783,7.197181,7.742875,2.738729,4.315134,0.845629,1.477972,1.952826,0.760279,1.814928,1.305629,0.367685,0.067695,0.312773,0.645721,0.528174,0.437113,0.823355,0.488974,0.78435,0.648106,1.011504,1.576383,0.626354,0.44925,0.394401,-0.545841,0.657983,0.947651,0.864336,0.943226,0.969313,0.831501,0.970814,0.547043,-0.245823,0.410305,-0.943749,0.134952,0.687638,-0.33333,0.936134,0.071913,0.805477,-0.781394,0.373999,0.975101,0.286057,0.993829,0.96604,0.119993,0.861439,0.974786,0.975657,0.680264,-0.690652,0.840525,-0.138859,-0.763944,0.892243,0.959765,-0.507164,-0.733913,0.950614,0.965651,-0.333414,0.970426,0.997982,0.202048,2.618469,0.288832,1.947935,0.486705,0.89623,2.370107,0.449069,0.240021,1.222738,8.25269,8.019118,0.447183,4.494992,5.764348,32.496459,65.597247,40.261991,4.539424,0.616331,3.4853,0.261206,0.098612,0.786166,1.906577,0.639353,0.100778,0.488173,0.002429,0.004253,0.131903,0.491585,0.572684,0.140716,0.008924,0.245877,0.819097,0.643782,0.035148,0.413166,0.403483,0.145119,0.534955,1.059487,0.534955,1.377191,0.534955,1.059487,0.200622,0.863064,0.534955,0.534955,1.201509,0.863064,0.863064,0.534955,0.534955,0.200622,0.738064,0.534955,0.863064,1.098397,0.534955,1.155974,1.155974,0.589626,0.925598,0.222285,0.948715,0.940144,1.155974,0.948715,0.222285,0.787667,0.589626,0.222285,1.268067,0.589626,0.589626,0.948715,1.463548,0.589626,0.222285,0.574828,-0.190982,0.012245,0.393048,0.124373,-0.350242,-0.150095,0.212774,0.131405,-0.170161,-0.055645,-0.065961,-0.605017,-0.623049,0.011563,0.158625,0.254148,1.080506,1.573585,1.221643,0.225737,-0.157596,0.049349,-0.123675,-0.083753,0.167884,0.32167,0.14713,-0.061452,-0.003031,-0.013379,0.003984,0.056643,0.14758,0.160506,0.067883,-0.023237,-0.076515,-0.194447,-0.180921,0.006137,0.14918,0.124608,0
2.804247,3.943417,2.454993,2.894169,1.353759,0.734043,0.860345,1.310022,2.383139,2.685169,4.766395,4.220685,1.208572,0.585209,8.283565,6.520133,8.607545,7.066155,4.136553,5.462877,1.098763,1.256766,2.101977,0.846085,1.880485,1.204268,0.631149,0.768625,0.378025,0.688845,0.405065,0.415229,0.694617,0.229861,0.099831,0.897479,1.003049,1.434387,0.379232,0.498103,0.434818,0.190371,-0.828724,0.949647,0.939618,0.975134,0.961231,-0.517473,0.910645,0.656877,-0.462389,0.42125,-0.952157,0.345318,-0.74384,0.397139,-0.296624,-0.219478,0.653801,-0.863941,0.589424,0.950983,0.739977,0.964979,0.983643,-0.164095,0.868234,0.961986,-0.202073,0.987452,-0.418193,0.766244,-0.373391,-0.436358,0.900147,-0.752034,-0.990037,-0.63865,0.861982,0.975961,0.058222,0.98435,0.797464,-0.95567,1.646629,0.889691,0.743882,0.053632,1.038931,1.247556,0.50636,0.33761,1.70035,5.835559,2.882585,0.790488,4.375508,4.762689,11.58913,45.989618,31.553798,2.984268,0.832455,8.091241,15.902303,0.100935,0.536655,1.3908,0.272213,0.168974,0.281674,0.034766,0.003972,0.075786,0.331082,0.3378,0.083044,0.005131,0.000602,0.38719,0.380197,0.030101,0.269424,0.16986,0.024307,0.001592,0.747614,0.747614,0.747614,1.028992,0.747614,0.785152,0.461882,0.461882,0.461882,0.461882,0.747614,0.926428,0.64505,0.172037,0.461882,0.461882,0.172037,0.747614,1.028992,0.461882,0.172037,0.809091,0.500712,0.809091,0.187176,0.997685,0.809091,0.500712,1.864199,0.187176,0.840263,0.500712,0.500712,1.033259,0.500712,1.137249,0.997685,0.809091,0.809091,0.187176,0.500712,0.809091,-0.072238,0.258996,0.218214,-0.210789,-0.016032,0.194906,0.196263,0.108496,-0.137707,-0.111679,-0.478708,-0.327391,0.171509,0.370923,0.306863,0.302427,1.338009,0.972377,0.113884,-0.089503,0.546107,-0.006812,-0.087111,0.143287,0.243,0.086779,-0.088578,-0.110268,-0.012067,-0.016203,0.046343,0.105749,0.112015,0.042679,-0.004062,-0.000028,-0.121258,-0.134271,0.025034,0.106756,0.071483,0.021033,0
3.829112,4.02668,3.405111,2.863038,2.464963,1.867179,2.08495,1.716146,3.100167,2.35096,4.712847,3.23392,1.554873,0.858256,7.543375,6.522413,8.466958,8.004183,6.198801,6.80382,2.496638,1.194911,2.38153,1.096691,2.511259,1.391002,1.194724,1.100361,0.510259,0.76864,0.54532,0.619772,1.231183,0.389732,0.366356,1.071618,1.210277,1.742164,0.46027,0.718567,0.539335,0.068476,-0.905188,0.956606,0.873217,0.987094,0.9727,-0.559869,0.810539,0.819866,-0.354062,0.631148,-0.870017,0.607733,-0.573391,0.784065,-0.716205,-0.572414,0.197131,-0.936031,0.712401,0.999314,0.997961,0.822234,0.989953,-0.275347,0.780762,0.902429,-0.011819,0.992112,-0.293213,0.778277,-0.317659,-0.469793,0.793895,-0.779872,-0.341579,-0.783763,0.826163,0.997465,0.165674,0.977455,0.634651,-0.22231,2.823203,3.32178,0.544824,0.041805,2.063667,2.591838,0.472868,0.514348,3.572241,9.277664,3.931289,0.145019,1.851658,2.148132,10.713386,41.086105,29.923385,2.547131,1.31747,14.910143,21.515684,0.124375,0.491811,1.48379,0.174225,0.593627,0.525356,0.037123,0.010778,0.18144,0.614909,0.673642,0.113522,0.017531,0.001896,0.655407,0.638807,0.037556,0.299185,0.148788,0.009026,0.009477,0.453184,0.910303,1.182426,1.425681,1.044682,0.910303,0.444839,0.453184,0.453184,0.453184,0.165427,1.010303,1.149892,0.165427,0.453184,0.453184,0.633805,0.992339,1.010303,0.453184,0.165427,1.089885,1.397057,1.283551,0.183122,0.7927,1.378601,1.068731,0.7927,0.179256,0.179256,1.222803,0.490342,1.247131,0.777021,0.490342,1.098218,1.247131,0.490342,0.183122,1.068731,1.098218,-0.022831,0.279435,0.392726,-0.118622,-0.025607,0.268227,0.303255,0.09289,-0.138647,-0.235961,-0.58071,-0.32141,0.045838,0.242182,0.289296,0.283105,1.240956,0.961597,0.062202,-0.115802,0.731209,0.012914,-0.093291,0.12831,0.261225,0.058591,-0.156507,-0.141183,-0.008213,0.000493,0.071664,0.13783,0.160489,0.04784,-0.031601,-0.019044,-0.143743,-0.168531,0.017574,0.112782,0.069314,-0.004124,0
0.572831,0.520413,0.24441,0.484288,1.471687,1.586325,0.364543,1.276783,1.422612,0.836227,0.882433,1.417927,1.233433,2.023363,1.029523,4.25627,4.546201,1.820495,5.454703,4.098444,0.663507,0.769846,0.410458,1.361727,1.273871,0.392178,1.027484,0.738691,0.490949,0.232794,0.521615,0.229728,0.034674,0.089073,0.098673,0.198949,0.093093,0.06723,0.30191,0.184688,0.512673,0.356617,-0.996274,-0.997353,0.751057,0.824686,0.911179,-0.379672,0.595096,-0.242346,0.867878,0.766396,-0.131917,0.95109,0.999085,0.912202,0.167009,-0.898465,0.524884,0.416186,0.980882,-0.388356,0.213601,0.997526,0.982722,0.982908,0.932297,0.47883,0.987797,0.992363,0.99959,0.693739,-0.281547,-0.927887,-0.969725,-0.999702,-0.999417,0.997154,0.576937,-0.107139,-0.73141,-0.26848,-0.98865,-0.987632,0.022692,0.188796,0.396058,0.644572,0.362793,0.129727,0.345436,2.329883,0.671717,0.353216,0.817862,0.438265,0.30417,1.591805,2.019541,5.920454,24.159947,33.943014,17.650728,2.643809,0.276016,0.210479,0.467888,0.079916,0.269538,0.730593,0.266286,0.013676,0.032051,0.094815,0.017511,0.009451,0.016857,0.008778,0.00171,0.002205,0.014358,0.019187,0.050774,0.105568,0.028985,0.009849,0.490342,0.490342,0.183122,0.179256,1.222803,0.7927,0.668913,0.183122,0.490342,0.490342,1.203739,0.183122,0.7927,0.480433,0.490342,0.490342,0.183122,0.668913,0.183122,0.490342,0.777021,0.200622,0.534955,1.201509,0.844214,0.534955,0.200622,1.159199,1.151114,1.201509,0.534955,0.844214,0.200622,0.200622,0.522978,0.200622,0.534955,0.534955,0.195909,0.534955,0.200622,0.844214,-0.02694,0.018194,0.081524,0.097567,0.141567,0.133641,-0.074008,0.350068,0.271604,0.114582,0.050913,0.192875,0.108491,0.015793,0.333268,0.175813,0.334641,0.84266,1.081697,0.727368,0.162914,-0.008051,-0.075748,-0.148153,-0.062331,0.106415,0.176485,0.095392,0.019,-0.030094,-0.069391,-0.0215,0.023384,0.023297,0.017691,0.011845,-0.006536,-0.025913,-0.019548,-0.036177,-0.069988,-0.032935,3
0.620503,0.225243,0.634525,1.008866,2.071429,1.794508,0.451401,1.280276,1.339792,1.078547,1.054286,2.124638,1.610053,2.49742,1.240445,3.767362,3.461571,1.523557,5.517116,4.930101,0.755146,0.381841,0.232192,1.024188,1.330445,0.489618,1.099911,0.80742,0.299908,0.168149,0.347466,0.175761,0.028023,0.082544,0.085159,0.188337,0.06417,0.149344,0.404442,0.234991,0.601272,0.376264,-0.976646,-0.09197,0.966096,0.778906,0.927508,-0.289075,0.797007,0.167701,-0.158841,0.614558,0.83071,0.994955,0.994917,0.749677,-0.344495,-0.957042,0.692934,0.992075,0.951166,-0.383736,0.19797,0.99765,0.963233,0.960027,0.956357,0.990901,0.991368,0.995754,0.996818,0.624474,-0.830003,-0.993205,-0.839103,-0.997972,-0.999036,0.991282,0.505672,-0.641762,-0.916751,-0.781049,-0.981424,-0.990752,0.129949,0.278094,0.4268,1.063132,0.558951,0.201735,0.425998,2.418251,0.692365,0.509511,1.204109,0.339115,0.204102,1.692316,2.353851,6.995512,21.908115,34.433041,20.846018,3.488639,0.24907,0.28042,0.381976,0.095621,0.187246,0.739114,0.313311,0.017863,0.034286,0.05885,0.01199,0.003525,0.010195,0.006321,0.000961,0.004497,0.016457,0.027439,0.099237,0.177522,0.048286,0.010267,0.187176,0.500712,0.500712,0.500712,0.500712,1.294671,0.187176,0.187176,0.500712,0.500712,0.500712,0.500712,1.033259,0.500712,0.500712,0.187176,0.187176,1.036186,0.500712,0.500712,0.809091,0.205593,0.547553,0.88286,0.753828,0.88286,0.205593,1.184487,0.547553,0.88286,0.205593,1.081967,0.753828,0.904233,0.534955,0.205593,0.547553,0.547553,0.205593,0.88286,0.205593,1.201509,0.001265,0.061935,0.104487,0.075353,0.200696,0.16897,-0.104356,0.375737,0.270681,0.12374,0.06695,0.24286,0.091445,-0.037975,0.335718,0.170219,0.421713,0.810486,1.071205,0.862911,0.174682,-0.051305,-0.097713,-0.125324,-0.069871,0.080376,0.186527,0.103639,0.002381,-0.036213,-0.052939,-0.017281,0.013323,0.019807,0.015169,0.007422,-0.012019,-0.027429,-0.020897,-0.055487,-0.091401,-0.038444,3
0.822004,0.53672,0.391147,1.002616,1.783332,2.060904,0.315428,1.34675,1.294635,0.671013,0.787909,1.181705,1.151716,1.887011,1.13198,4.230509,3.684422,1.229943,4.747014,4.021936,0.578344,0.588207,0.3636,1.164794,1.137303,0.373354,0.879055,0.658871,0.370667,0.182623,0.455908,0.230104,0.124001,0.111521,0.026858,0.226744,0.097432,0.088323,0.348747,0.203149,0.519671,0.351024,-0.962853,-0.75772,0.813665,0.855907,0.894042,-0.408597,0.216674,0.317057,0.528915,-0.040864,-0.148997,0.945944,0.999603,0.971457,-0.112207,-0.952521,0.290476,0.373389,0.97212,-0.407232,-0.019862,0.998729,0.948047,0.993667,0.916507,0.081613,0.929784,0.959435,0.996713,0.36712,-0.512227,-0.961112,-0.989454,-0.99969,-0.999132,0.99944,0.643881,-0.412532,-0.771953,-0.185703,-0.936733,-0.970156,0.109355,0.434765,0.586908,1.145803,0.841786,0.094675,0.36652,1.957288,0.416317,0.176256,0.478249,0.234328,0.210487,1.354527,2.376253,7.369385,23.213181,33.62549,18.185773,4.148126,0.801203,0.278416,0.426077,0.084813,0.198312,0.610029,0.298903,0.017288,0.025538,0.069468,0.015864,0.009082,0.009705,0.001382,0.000076,0.00393,0.021428,0.030072,0.084187,0.160414,0.065448,0.003654,0.500712,0.490342,0.490342,0.187176,0.490342,0.7927,0.681589,0.187176,0.490342,0.7927,0.997685,0.183122,0.7927,0.490342,0.500712,0.183122,0.183122,0.187176,0.183122,0.490342,0.490342,0.205593,1.059487,0.534955,0.547553,1.377191,0.200622,1.184487,0.205593,0.534955,0.200622,1.224607,0.738064,0.534955,1.602793,0.205593,0.863064,0.534955,0.205593,0.863064,0.200622,1.37369,0.009879,0.037284,0.134616,0.104125,0.184255,0.209294,-0.060185,0.36335,0.231599,0.09805,0.026433,0.143479,0.090257,0.007057,0.34581,0.17443,0.393349,0.889671,1.021196,0.77569,0.233571,-0.030225,-0.094249,-0.137466,-0.057779,0.084519,0.16208,0.099617,0.010299,-0.0276,-0.058553,-0.02156,0.022462,0.01995,0.003482,0.01261,-0.010054,-0.030808,-0.025574,-0.046731,-0.084422,-0.045897,3
0.666328,0.380532,0.402755,0.953978,1.848655,1.805856,0.515054,1.284942,0.892022,0.662318,0.699023,1.363563,1.358768,2.11739,1.585399,4.059253,2.816108,1.246926,5.143218,3.861663,1.032139,0.495877,0.33071,1.051842,1.071728,0.368507,0.965629,0.688118,0.243924,0.107832,0.283604,0.222757,0.065167,0.143094,0.079001,0.154138,0.088866,0.096509,0.361034,0.218528,0.564949,0.343339,-0.976744,-0.66234,0.623051,0.719235,0.897901,-0.389536,0.793704,0.396228,0.414849,-0.087752,0.11577,0.965968,0.999716,0.999478,-0.216676,-0.954277,0.622353,0.757073,0.970513,-0.384137,0.775453,0.998206,0.993171,0.99744,0.995334,0.962932,0.996257,0.996455,0.937099,0.218822,-0.5057,-0.965284,-0.987293,-0.999013,-0.998046,0.915957,0.310546,-0.444196,-0.936057,-0.985819,-0.999016,-0.999763,0.082268,0.266573,0.318406,0.655153,0.434309,0.233891,0.459189,1.768668,0.56634,0.429852,0.806402,0.386805,0.328452,1.837736,2.855365,8.027679,23.011135,29.321993,16.44266,2.862421,0.687048,0.220428,0.306213,0.037589,0.206725,0.575827,0.205478,0.012706,0.0202,0.036357,0.007661,0.004673,0.014442,0.004768,0.000232,0.007719,0.02178,0.029909,0.080598,0.150626,0.040231,0.007356,0.490342,0.490342,0.490342,0.668913,0.7927,0.978774,0.179256,0.183122,0.490342,0.490342,0.480433,0.183122,0.7927,0.480433,0.490342,0.183122,0.183122,0.179256,0.825724,0.490342,0.480433,0.200622,1.201509,0.863064,0.522978,1.059487,0.200622,1.159199,0.534955,1.201509,0.200622,0.844214,1.059487,0.200622,1.159199,0.534955,1.305042,0.534955,0.195909,0.863064,0.200622,0.844214,0.001743,0.036615,0.107942,0.065442,0.148154,0.151312,-0.103853,0.344479,0.22127,0.108451,0.0756,0.187067,0.099588,0.018415,0.387888,0.168423,0.470644,0.806168,0.985001,0.725266,0.153498,-0.025195,-0.086464,-0.114775,-0.041936,0.08926,0.158598,0.084544,0.005691,-0.02746,-0.039596,-0.01651,0.014609,0.02525,0.011914,-0.004394,-0.012589,-0.031184,-0.023586,-0.047798,-0.083136,-0.036276,3
0.744922,0.564793,0.429236,0.936439,1.058742,1.975961,0.591953,1.577264,2.139688,0.836074,1.086447,0.942982,1.057364,1.68984,1.361625,4.359861,4.807943,0.971634,3.511496,4.681742,1.700285,0.758891,0.391454,1.146579,1.279071,0.538889,0.728909,0.73331,0.419194,0.211498,0.501188,0.274243,0.060071,0.13009,0.153517,0.214901,0.092102,0.112802,0.310441,0.201282,0.394548,0.321217,-0.995112,-0.772866,0.27509,0.784134,0.706495,-0.595263,-0.860634,-0.689899,0.405684,-0.882798,-0.393314,0.790076,0.999312,0.993173,0.697829,-0.892743,-0.153093,0.239937,0.939219,-0.615374,-0.913746,0.993103,0.848676,0.981459,0.966383,0.997599,0.997257,0.999146,0.995086,0.966716,0.5677,-0.932307,-0.959568,-0.994237,-0.998643,0.999728,0.947885,0.711692,-0.808224,-0.956616,-0.984255,-0.995639,0.088202,0.37781,0.374923,0.586254,0.773587,0.053045,0.31798,2.125962,0.231579,0.085326,0.068118,0.039785,0.072912,0.690974,1.852312,4.81176,21.011731,33.453142,23.057287,6.814972,0.876361,0.247629,0.578762,0.203313,0.070263,0.559466,0.434312,0.064008,0.0376,0.092403,0.018104,0.009094,0.0305,0.023304,0.00526,0.012455,0.031143,0.022356,0.044126,0.118086,0.068688,0.005187,0.480433,0.480433,0.480433,0.179256,0.480433,0.777021,0.762006,0.81171,0.480433,0.777021,0.777021,0.480433,1.068731,0.470956,0.480433,0.480433,0.480433,0.179256,0.179256,0.179256,0.762006,0.195909,1.037987,0.511578,0.511578,0.522978,0.522978,0.511578,0.195909,0.522978,0.191433,0.826244,0.195909,0.522978,0.511578,0.195909,0.844214,0.511578,0.511578,1.179277,0.871024,0.826244,0.00567,0.03279,0.124379,0.088816,0.110722,0.193623,0.001617,0.345618,0.260866,0.06182,-0.074295,0.061323,0.042744,-0.026311,0.340331,0.186732,0.243362,0.832451,1.001217,0.84584,0.381159,-0.022589,-0.081109,-0.152312,-0.092014,0.050682,0.150693,0.124427,0.007219,-0.033818,-0.064302,-0.022661,0.021364,0.032532,0.028797,0.001547,-0.019201,-0.035874,-0.020619,-0.031631,-0.070444,-0.048441,3
0.434992,0.341684,0.238002,0.279054,0.385071,0.929868,0.3871,1.140677,1.340818,0.368921,0.259633,0.583847,0.398688,0.678731,0.634257,3.158864,2.290735,0.769051,1.206948,2.820552,1.240456,0.483615,0.335717,0.743518,0.488713,0.394271,0.34576,0.519361,0.278197,0.277209,0.230125,0.020031,0.047474,0.034462,0.010086,0.164078,0.025188,0.025733,0.066502,0.127711,0.174511,0.227121,-0.935758,-0.884217,0.746352,0.883772,-0.250987,-0.901994,-0.885402,0.384146,0.613299,-0.787021,-0.684556,0.796989,0.999011,0.997907,-0.180826,-0.909744,-0.932204,-0.388386,-0.742198,-0.911526,-0.858047,0.935223,0.664248,0.8772,0.248847,0.982611,-0.664414,-0.735165,0.89764,0.569557,-0.858547,-0.887492,-0.994422,-0.991588,-0.999062,0.981937,0.573184,-0.528184,-0.599648,-0.974175,0.754656,0.76382,0.070487,0.183229,0.183648,0.187225,0.217032,0.036095,0.024517,2.816261,1.124558,0.414611,0.378273,0.648029,1.061682,1.665521,2.535395,5.525707,13.046073,15.415497,12.089841,6.174705,2.304676,0.118285,0.204305,0.053492,0.011691,0.112228,0.132442,0.026357,0.028706,0.03029,0.004707,0.00003,0.000176,0.001171,0.001983,0.00307,0.007671,0.008332,0.012983,0.027286,0.025158,0.004147,0.421713,0.414579,0.153742,0.421713,0.421713,0.414579,0.672361,0.156491,0.153742,0.153742,0.421713,0.156491,0.153742,0.153742,0.421713,0.414579,0.414579,0.156491,0.156491,0.153742,0.414579,0.168661,0.444839,0.165427,0.633805,0.168661,0.720545,0.444839,0.453184,0.444839,0.720545,1.739449,0.633805,0.165427,0.165427,0.453184,0.165427,0.165427,0.168661,0.168661,0.720545,0.444839,0.034649,0.026929,0.074081,0.065893,0.055383,0.086273,0.024014,0.322524,0.261613,0.143788,0.091181,0.081194,0.122562,0.148044,0.290964,0.205004,0.302886,0.621226,0.577986,0.544206,0.369327,-0.024228,-0.047202,-0.088295,-0.033464,0.017838,0.05388,0.069019,-0.003899,-0.028125,-0.034561,-0.001339,-0.001372,0.002089,0.005525,0.00913,-0.010401,-0.014371,-0.01409,-0.016587,-0.025995,-0.029985,3
